Genome	Pas_cpn60	Pas_fusA	Pas_gltA	Pas_pyrG	Pas_recA	Pas_rplB	Pas_rpoB	ST	Scheme	clonal_complex	species	CC	Assigned IC	Corrected IC
GCA_040957075.1_ASM4095707v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_040957165.1_ASM4095716v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_041001725.1_ASM4100172v1_genomic.fna	2	2	2	2	2	2	2?	new_alleles	abaumannii#2			NA	NA	NA
GCA_041002475.1_ASM4100247v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_041002685.1_ASM4100268v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_041002735.1_ASM4100273v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_041004195.1_W155_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_041014305.2_ASM4101430v1_genomic.fna	5	2	4	1	3	3	4	85	abaumannii#2		Acinetobacter baumannii	15	IC9	IC9
GCA_041154775.1_ASM4115477v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_041154785.1_ASM4115478v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_041154795.1_ASM4115479v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_041154805.1_ASM4115480v1_genomic.fna	6	6	8	2	3	5	4	15	abaumannii#2		Acinetobacter baumannii	8	IC4	IC4
GCA_041154815.1_ASM4115481v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_041154825.1_ASM4115482v1_genomic.fna	40	3	7	2	40	4	4	164	abaumannii#2		Acinetobacter baumannii	13	IC11	IC11
GCA_041154835.1_ASM4115483v1_genomic.fna	1	3	2	1	4	4	4	10	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_041154845.1_ASM4115484v1_genomic.fna	3	~12	11	2	14	4	14	new_alleles	abaumannii#2			NA	NA	NA
GCA_041154855.1_ASM4115485v1_genomic.fna	3	12	11	2	14	9	14	149	abaumannii#2		Acinetobacter baumannii	9	Not IC	Not IC
GCA_041154865.1_ASM4115486v1_genomic.fna	3	3	2	4	7	2	-	-	abaumannii#2			NA	NA	NA
GCA_041154875.1_ASM4115487v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_041292005.2_2024CK-01227_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_041292025.2_2024CK-01226_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_041292045.2_2024CK-01225_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_041292065.2_2024CK-01224_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_041501475.1_Acinetobacter_baumannii_strain_G6290164_partial_genome_sequence_genomic.fna	26	4	2	2	9	2	2	329	abaumannii#2		Acinetobacter baumannii	29	Not IC	Not IC
GCA_041760695.2_2024CK-01357_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_041801535.1_ASM4180153v1_genomic.fna	5	1	101	2	5	1	5	new_ST	abaumannii#2			NA	NA	NA
GCA_041930545.1_ASM4193054v1_genomic.fna	39	2	2	2	4	27	4	150	abaumannii#2		Acinetobacter baumannii	23	Not IC	Not IC
GCA_042140285.1_Hv373_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_042140315.1_Hv383_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042140325.1_Hv431_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_042140455.1_Hv455_genomic.fna	3	3	2	277?	7	2	4	new_alleles	abaumannii#2			NA	NA	NA
GCA_042140485.1_Hv635_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_042140495.1_Hv640_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_042140525.1_Hv652_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042140575.1_Hv766_genomic.fna	1	1	1	1	5	1	~1	new_alleles	abaumannii#2			NA	NA	NA
GCA_042140585.1_Hv770_genomic.fna	2	1	2	2	2	1	1	636	abaumannii#2		Acinetobacter baumannii	12	Not IC	Not IC
GCA_042141115.1_Hv780_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_042141315.1_Hv781_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_042141555.1_Hv782_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_042142205.1_HvAb04_genomic.fna	1	3	2	1	4	4	4	10	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_042142835.1_Lv347_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_042143465.1_Lv371_genomic.fna	40	3	7	2	40	4	4	164	abaumannii#2		Acinetobacter baumannii	13	IC11	IC11
GCA_042144055.1_Lv419_genomic.fna	26	2	2	2	29	4	5	79	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_042144705.1_Lv643_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042145195.1_Lv646_genomic.fna	2	2	2	2	2	1	2	195	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042145845.1_Lv647_genomic.fna	2	2	2	2	2	1	2	195	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042146535.1_Lv648_genomic.fna	3	3	51	2	28	1	3	229	abaumannii#2		Acinetobacter baumannii	42	IC3	IC3
GCA_042147245.1_Rp376_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_042147895.1_Rp426_genomic.fna	1	2	2	2	29	4	5	298	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_042148545.1_Rp428_genomic.fna	26	2	2	2	29	4	5	79	abaumannii#2		Acinetobacter baumannii	6	IC5	IC5
GCA_042149195.1_Rp436_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042149725.1_Rp654_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042150455.1_Rp668_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042151085.1_Rp772_genomic.fna	1	1	2	2	3	4	4	32	abaumannii#2		Acinetobacter baumannii	11	Not IC	Not IC
GCA_042151695.1_Rp779_genomic.fna	3	4	2	2	7	1	3	new_ST	abaumannii#2			NA	NA	NA
GCA_042152325.1_Up280_genomic.fna	41	60	13	1	5	4	14	342	abaumannii#2		Acinetobacter baumannii	26	IC12	IC12
GCA_042152975.1_Up367_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042153585.1_Up377_genomic.fna	3	3	2	4	7	2	4	25	abaumannii#2		Acinetobacter baumannii	3	IC7	IC7
GCA_042165515.2_2024CK-01391_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042209595.2_ASM4220959v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042209675.2_ASM4220967v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042209715.2_ASM4220971v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042443055.2_2024CK-01445_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_042443115.2_2024CK-01459_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042445505.2_2024CK-01444_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_042474915.1_ASM4247491v1_genomic.fna	8	1	5	3	6	2	3	152	abaumannii#2		Acinetobacter baumannii	108	Not IC	Not IC
GCA_042478285.1_ASM4247828v1_genomic.fna	39	2	2	2	4	27	4	150	abaumannii#2		Acinetobacter baumannii	23	Not IC	Not IC
GCA_042700245.2_2024CK-01503_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042709415.2_ASM4270941v2_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_042709435.2_ASM4270943v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042809665.2_ASM4280966v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042945475.2_2024CK-01504_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_042945515.2_ASM4294551v2_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_043006125.1_ASM4300612v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043007235.1_ASM4300723v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043038945.1_ASM4303894v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043039655.1_ASM4303965v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043040285.1_ASM4304028v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043040895.1_ASM4304089v1_genomic.fna	1	3	2	1	4	4	4	10	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_043041525.1_ASM4304152v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043042175.1_ASM4304217v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043042805.1_ASM4304280v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_043043455.1_ASM4304345v1_genomic.fna	2	2	2	2	2	2	14	104	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043044125.1_ASM4304412v1_genomic.fna	3	2	2	2	3	2	4	719	abaumannii#2		Acinetobacter baumannii	4	IC3	Not IC
GCA_043044755.1_ASM4304475v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043045365.1_ASM4304536v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043046095.1_ASM4304609v1_genomic.fna	1	3	10	1	4	4	4	23	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_043046865.1_ASM4304686v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043047475.1_ASM4304747v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043048185.1_ASM4304818v1_genomic.fna	1	4	2	2	7	1	4	239	abaumannii#2		Acinetobacter baumannii	14	Not IC	Not IC
GCA_043048875.1_ASM4304887v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043049525.1_ASM4304952v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043050195.1_ASM4305019v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043050845.1_ASM4305084v1_genomic.fna	3	2	2	2	3	2	2	990	abaumannii#2			4	IC3	Not IC
GCA_043051495.1_ASM4305149v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043052145.1_ASM4305214v1_genomic.fna	35	1	11	7	9	25	2	108	abaumannii#2		Acinetobacter baumannii	44	Not IC	Not IC
GCA_043052795.1_ASM4305279v1_genomic.fna	27	2	7	2	2	1	2	215	abaumannii#2		Acinetobacter baumannii	35	Not IC	Not IC
GCA_043053445.1_ASM4305344v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043054075.1_ASM4305407v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043054745.1_ASM4305474v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043055495.1_ASM4305549v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043056065.1_ASM4305606v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043056915.1_ASM4305691v1_genomic.fna	1	2	2	2	5	1	14	40	abaumannii#2		Acinetobacter baumannii	21	Not IC	Not IC
GCA_043451925.1_ASM4345192v1_genomic.fna	1	2	2	2	5	1	14	40	abaumannii#2		Acinetobacter baumannii	21	Not IC	Not IC
GCA_043571745.1_T3_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043572315.1_T14_genomic.fna	1	2	2	1	11	2	4	new_ST	abaumannii#2			NA	NA	NA
GCA_043572945.1_T24_genomic.fna	1	2	2	1	11	2	4	new_ST	abaumannii#2			NA	NA	NA
GCA_043647235.2_ASM4364723v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043647275.2_ASM4364727v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043647295.2_ASM4364729v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043647355.2_ASM4364735v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043647375.2_ASM4364737v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043647435.2_ASM4364743v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043647495.2_ASM4364749v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043647545.2_ASM4364754v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043647555.2_ASM4364755v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043647585.2_ASM4364758v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043647605.2_ASM4364760v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_043950125.1_ASM4395012v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_044232175.1_ASM4423217v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_044537425.2_ASM4453742v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_044537465.2_ASM4453746v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_044537485.2_ASM4453748v2_genomic.fna	5	2	39	2	3	1	5	499	abaumannii#2		Acinetobacter baumannii	5	Not IC	Not IC
GCA_044537505.2_ASM4453750v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_044537525.2_ASM4453752v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_044827905.2_ASM4482790v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_044827985.2_ASM4482798v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045037785.1_ASM4503778v1_genomic.fna	1	3	2	1	4	4	4	10	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_045182155.1_ASM4518215v1_genomic.fna	3	5	5	1	7	1	4	132	abaumannii#2		Acinetobacter baumannii	20	IC10	IC10
GCA_045256945.1_G636_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045278625.1_ASM4527862v1_genomic.fna	1	3	2	1	4	4	4	10	abaumannii#2		Acinetobacter baumannii	2	IC8	IC8
GCA_045278635.1_ASM4527863v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045278645.1_ASM4527864v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045278655.1_ASM4527865v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045278665.1_ASM4527866v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045278675.1_ASM4527867v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045278695.1_ASM4527869v1_genomic.fna	12	1	7	1	7	2	29	756	abaumannii#2		Acinetobacter baumannii	109	Not IC	Not IC
GCA_045278855.1_ASM4527885v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045289435.1_ASM4528943v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045289465.1_ASM4528946v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045289525.1_ASM4528952v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045289605.1_ASM4528960v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_045289885.1_ASM4528988v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045290085.1_ASM4529008v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045345925.1_ASM4534592v1_genomic.fna	3	37	2	2	11	57	4	new_ST	abaumannii#2			NA	NA	NA
GCA_045348215.1_ASM4534821v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045678795.1_ASM4567879v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045689335.1_ASM4568933v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045689365.1_ASM4568936v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045689745.1_ASM4568974v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045689765.1_ASM4568976v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045689785.1_ASM4568978v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_045689805.1_ASM4568980v1_genomic.fna	3	12	11	2	14	9	14	149	abaumannii#2		Acinetobacter baumannii	9	Not IC	Not IC
GCA_045689825.1_ASM4568982v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045689845.1_ASM4568984v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_045689865.1_ASM4568986v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_046054615.2_ASM4605461v2_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_046097165.1_LUH5537_Hybrid_Assembly_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_046097175.1_UMB001_Hybrid_Assembly_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_046097185.1_NIH1_Hybrid_Assembly_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_046097195.1_ASM4609719v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_046097205.1_HUMC1_Hybrid_Assembly_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_046097545.1_BAL114_Hybrid_assembly_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_046531805.1_ASM4653180v1_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_047223335.1_ASM4722333v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_047226445.1_ASM4722644v1_genomic.fna	40	3	7	2	40	4	4	164	abaumannii#2		Acinetobacter baumannii	13	IC11	IC11
GCA_047226455.1_ASM4722645v1_genomic.fna	40	3	7	2	40	4	4	164	abaumannii#2		Acinetobacter baumannii	13	IC11	IC11
GCA_047227645.1_ASM4722764v1_genomic.fna	40	3	7	2	40	4	4	164	abaumannii#2		Acinetobacter baumannii	13	IC11	IC11
GCA_047227755.2_A297_complete_genome_genomic.fna	1	1	1	1	5	1	1	1	abaumannii#2		Acinetobacter baumannii	1	IC1	IC1
GCA_047772295.1_ASM4777229v1_genomic.fna	6	6	8	2	3	5	4	15	abaumannii#2		Acinetobacter baumannii	8	IC4	IC4
GCA_047772305.1_ASM4777230v1_genomic.fna	6	6	8	2	3	5	4	15	abaumannii#2		Acinetobacter baumannii	8	IC4	IC4
GCA_047772435.1_ASM4777243v1_genomic.fna	6	6	8	2	3	5	4	15	abaumannii#2		Acinetobacter baumannii	8	IC4	IC4
GCA_047772445.1_ASM4777244v1_genomic.fna	6	6	8	2	3	5	4	15	abaumannii#2		Acinetobacter baumannii	8	IC4	IC4
GCA_047772455.1_ASM4777245v1_genomic.fna	6	6	8	2	3	5	4	15	abaumannii#2		Acinetobacter baumannii	8	IC4	IC4
GCA_048067285.1_ASM4806728v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048067295.1_ASM4806729v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048067305.1_ASM4806730v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048069565.1_ASM4806956v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048480215.1_ASM4848021v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048632605.1_ASM4863260v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048632625.1_ASM4863262v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048633515.1_ASM4863351v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048633525.1_ASM4863352v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048633555.1_ASM4863355v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048634365.1_ASM4863436v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048634375.1_ASM4863437v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048634385.1_ASM4863438v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048635235.1_ASM4863523v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048635245.1_ASM4863524v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048635255.1_ASM4863525v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048636145.1_ASM4863614v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048636155.1_ASM4863615v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048636165.1_ASM4863616v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048636675.1_ASM4863667v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
GCA_048636685.1_ASM4863668v1_genomic.fna	2	2	2	2	2	2	2	2	abaumannii#2		Acinetobacter baumannii	0	IC2	IC2
